order_id,customer_id,order_date,channel,store_id,promo_id,status
O009538,C00133,2024-09-03,In-Store,S003,,Delivered
O009539,C03315,2024-11-04,In-Store,S001,,Delivered
O009540,C04932,2024-07-07,Online,,,Delivered
O009541,C03434,2024-11-01,Online,,,Delivered
O009542,C00370,2024-08-31,Online,,,Delivered
O009543,C04271,2024-06-01,Online,,,Delivered
O009544,C03261,2024-09-18,Online,,,Delivered
O009545,C00431,2024-09-11,In-Store,S007,,Delivered
O009546,C03188,2023-03-23,In-Store,S010,,Returned
O009547,C03782,2023-04-09,Online,,,Delivered
O009548,C04863,2024-05-21,In-Store,S002,,Delivered
O009549,C01982,2024-06-26,In-Store,S011,,Delivered
O009550,C04519,2024-04-25,Click & Collect,S001,,Delivered
O009551,C03435,2024-11-07,Online,,,Delivered
O009552,C04036,2024-10-21,In-Store,S011,,Delivered
O009553,C01418,2024-03-15,Click & Collect,S006,PR005,Delivered
O009554,C01927,2023-04-26,In-Store,S004,,Delivered
O009555,C04152,2023-11-30,Online,,,Delivered
O009556,C01757,2023-06-27,Online,,,Returned
O009557,C02137,2024-12-12,In-Store,S012,,Delivered
O009558,C03012,2023-10-06,Online,,,Delivered
O009559,C02057,2024-03-28,In-Store,S004,,Delivered
O009560,C04742,2024-10-11,In-Store,S004,,Delivered
O009561,C01866,2024-09-27,Click & Collect,S007,,Delivered
O009562,C02725,2024-02-03,In-Store,S012,,Delivered
O009563,C04698,2024-07-13,Click & Collect,S001,,Delivered
O009564,C02260,2024-02-13,In-Store,S001,,Delivered
O009565,C01694,2024-11-23,In-Store,S001,,Delivered
O009566,C01495,2022-10-28,In-Store,S009,,Delivered
O009567,C02454,2022-03-27,Online,,,Delivered
O009568,C01543,2024-07-16,In-Store,S006,,Delivered
O009569,C01801,2024-05-22,Online,,,Delivered
O009570,C01567,2024-11-24,In-Store,S002,,Delivered
O009571,C03947,2022-08-23,In-Store,S007,,Delivered
O009572,C03608,2024-09-04,Click & Collect,S009,,Delivered
O009573,C02473,2023-04-17,Online,,,Delivered
O009574,C02343,2024-07-03,Online,,PR006,Delivered
O009575,C00098,2024-02-12,In-Store,S002,,Delivered
O009576,C04040,2024-01-02,In-Store,S007,,Cancelled
O009577,C04624,2023-12-01,Online,,,Delivered
O009578,C00630,2024-05-07,In-Store,S009,,Delivered
O009579,C01554,2024-05-02,Online,,,Delivered
O009580,C00892,2023-08-27,In-Store,S011,,Delivered
O009581,C02576,2024-12-04,In-Store,S011,,Delivered
O009582,C00619,2022-06-07,Online,,,Delivered
O009583,C00216,2024-09-12,Click & Collect,S011,,Delivered
O009584,C01040,2023-09-26,Online,,,Delivered
O009585,C01579,2023-09-08,Click & Collect,S002,,Returned
O009586,C03059,2024-12-08,In-Store,S008,,Delivered
O009587,C04366,2024-09-15,In-Store,S012,,Delivered
O009588,C04483,2023-05-18,In-Store,S003,,Returned
O009589,C01887,2022-05-19,Click & Collect,S003,,Delivered
O009590,C02026,2023-07-09,In-Store,S012,,Delivered
O009591,C04766,2024-12-07,Online,,,Returned
O009592,C02485,2023-07-01,In-Store,S002,PR003,Delivered
O009593,C00701,2023-07-06,In-Store,S008,PR003,Delivered
O009594,C01866,2023-11-08,In-Store,S010,,Delivered
O009595,C02846,2024-10-25,Click & Collect,S001,,Delivered
O009596,C00999,2023-02-28,Click & Collect,S002,,Delivered
O009597,C04551,2024-12-12,Online,,,Cancelled
O009598,C04063,2022-02-20,Click & Collect,S005,,Delivered
O009599,C03681,2023-03-04,In-Store,S010,,Delivered
O009600,C00489,2024-09-10,In-Store,S001,,Delivered
O009601,C04966,2024-07-03,Click & Collect,S009,PR006,Delivered
O009602,C00858,2023-10-20,Click & Collect,S001,,Delivered
O009603,C00090,2024-02-25,Click & Collect,S005,,Delivered
O009604,C00030,2023-02-19,In-Store,S001,,Delivered
O009605,C02419,2024-08-29,Online,,,Delivered
O009606,C04543,2023-03-25,In-Store,S002,,Delivered
O009607,C01656,2024-07-31,In-Store,S005,,Delivered
O009608,C02239,2023-11-20,Online,,,Delivered
O009609,C03231,2024-11-20,Click & Collect,S007,,Delivered
O009610,C02352,2024-10-12,In-Store,S004,,Returned
O009611,C04763,2023-11-14,Online,,,Delivered
O009612,C02322,2024-09-06,Click & Collect,S001,,Delivered
O009613,C04493,2023-09-24,Click & Collect,S002,,Returned
O009614,C01362,2024-08-02,Online,,,Delivered
O009615,C00016,2023-03-26,In-Store,S006,,Delivered
O009616,C00043,2022-12-06,Online,,,Delivered
O009617,C03619,2024-05-07,In-Store,S003,,Delivered
O009618,C04637,2024-08-04,Online,,,Cancelled
O009619,C02335,2024-12-22,Online,,,Delivered
O009620,C01804,2024-08-02,In-Store,S012,,Delivered
O009621,C04106,2023-10-22,Click & Collect,S007,,Returned
O009622,C04027,2024-04-22,Online,,,Delivered
O009623,C00169,2023-02-04,Online,,,Delivered
O009624,C00800,2024-11-07,In-Store,S009,,Delivered
O009625,C04930,2023-11-13,Online,,,Delivered
O009626,C00138,2023-03-25,Online,,,Delivered
O009627,C00781,2024-09-04,Online,,,Delivered
O009628,C02012,2024-11-14,Online,,,Delivered
O009629,C04010,2023-05-23,Online,,,Delivered
O009630,C01718,2024-12-17,In-Store,S012,,Delivered
O009631,C03278,2024-11-23,In-Store,S004,,Delivered
O009632,C01000,2022-08-05,Online,,,Delivered
O009633,C02428,2024-09-17,In-Store,S009,,Delivered
O009634,C04072,2024-12-28,Click & Collect,S005,,Processing
O009635,C04163,2024-10-02,In-Store,S001,,Delivered
O009636,C02998,2022-12-25,Click & Collect,S009,,Delivered
O009637,C02314,2024-03-04,Online,,,Delivered
O009638,C00314,2024-12-23,In-Store,S001,,Delivered
O009639,C03854,2023-02-08,Online,,,Delivered
O009640,C03434,2024-09-30,Online,,,Delivered
O009641,C03322,2024-12-28,In-Store,S010,,Processing
O009642,C03549,2024-12-25,Click & Collect,S004,,Delivered
O009643,C03949,2023-11-17,In-Store,S009,,Delivered
O009644,C04363,2024-08-06,Online,,,Delivered
O009645,C04249,2024-08-06,In-Store,S010,,Delivered
O009646,C02525,2024-09-10,Online,,,Delivered
O009647,C04712,2022-07-04,In-Store,S001,,Cancelled
O009648,C00417,2024-11-14,Online,,,Delivered
O009649,C00264,2024-10-10,In-Store,S002,,Delivered
O009650,C01927,2022-11-21,Online,,,Delivered
O009651,C02700,2024-10-20,Click & Collect,S010,,Delivered
O009652,C02277,2022-10-03,Click & Collect,S004,,Delivered
O009653,C03675,2024-08-13,Click & Collect,S004,,Returned
O009654,C02512,2022-11-28,Online,,PR001,Delivered
O009655,C02553,2022-01-20,Online,,,Delivered
O009656,C04929,2024-08-21,In-Store,S007,,Delivered
O009657,C02987,2024-06-16,In-Store,S003,,Returned
O009658,C01860,2023-03-02,Online,,,Delivered
O009659,C04276,2024-05-11,In-Store,S011,,Delivered
O009660,C03353,2024-05-15,Click & Collect,S003,,Delivered
O009661,C01592,2023-11-02,In-Store,S011,,Delivered
O009662,C02512,2023-12-07,Online,,,Delivered
O009663,C02435,2024-09-22,In-Store,S011,,Delivered
O009664,C00694,2024-12-30,Click & Collect,S002,,Delivered
O009665,C02558,2024-04-12,In-Store,S010,,Delivered
O009666,C03775,2024-11-19,In-Store,S007,,Delivered
O009667,C04715,2023-12-28,In-Store,S011,,Delivered
O009668,C01626,2023-09-13,Online,,,Delivered
O009669,C00181,2023-12-02,In-Store,S007,,Delivered
O009670,C03123,2022-03-01,In-Store,S005,,Returned
O009671,C01781,2023-07-30,Online,,,Delivered
O009672,C00934,2024-03-27,Click & Collect,S004,,Delivered
O009673,C02901,2023-12-05,Click & Collect,S005,,Delivered
O009674,C00923,2022-02-02,Online,,,Delivered
O009675,C00594,2024-07-13,In-Store,S002,,Delivered
O009676,C01324,2024-02-22,Click & Collect,S009,,Delivered
O009677,C04962,2023-05-11,Online,,,Delivered
O009678,C01185,2024-05-04,Online,,,Delivered
O009679,C00440,2022-05-07,In-Store,S005,,Delivered
O009680,C01939,2024-01-03,In-Store,S006,,Delivered
O009681,C02334,2022-07-02,In-Store,S009,,Delivered
O009682,C02319,2024-06-11,Online,,,Returned
O009683,C04264,2024-07-30,Online,,,Returned
O009684,C03305,2024-05-07,In-Store,S007,,Delivered
O009685,C02895,2024-06-30,Online,,PR006,Delivered
O009686,C04953,2024-06-22,Online,,,Delivered
O009687,C02215,2023-05-10,In-Store,S001,,Delivered
O009688,C03594,2024-03-30,Click & Collect,S004,,Delivered
O009689,C01856,2024-06-28,Online,,PR006,Cancelled
O009690,C01409,2024-10-17,In-Store,S004,,Returned
O009691,C03526,2023-10-25,In-Store,S012,,Cancelled
O009692,C04048,2023-08-08,Online,,,Delivered
O009693,C01189,2024-11-29,Online,,PR007,Delivered
O009694,C04046,2024-12-24,Click & Collect,S002,,Delivered
O009695,C03970,2024-11-20,In-Store,S011,,Returned
O009696,C03771,2024-12-28,In-Store,S006,,Shipped
O009697,C00525,2022-11-02,Online,,,Delivered
O009698,C01038,2023-11-14,Online,,,Delivered
O009699,C04038,2024-06-07,In-Store,S006,,Delivered
O009700,C00026,2024-12-30,In-Store,S011,,Delivered
O009701,C01864,2024-12-13,In-Store,S002,,Delivered
O009702,C00083,2024-11-19,Click & Collect,S006,,Delivered
O009703,C03370,2022-04-22,Online,,,Delivered
O009704,C03666,2023-12-26,In-Store,S012,,Delivered
O009705,C04591,2024-06-19,Click & Collect,S003,,Delivered
O009706,C03397,2024-01-18,In-Store,S008,,Delivered
O009707,C02227,2024-10-02,Click & Collect,S011,,Delivered
O009708,C04026,2023-05-22,In-Store,S003,,Delivered
O009709,C02614,2024-04-16,In-Store,S002,,Delivered
O009710,C00778,2024-11-24,Online,,,Delivered
O009711,C02658,2024-11-20,Online,,,Delivered
O009712,C02320,2024-07-18,In-Store,S006,,Delivered
O009713,C04042,2024-05-27,Click & Collect,S009,,Delivered
O009714,C02414,2023-10-02,Click & Collect,S010,,Cancelled
O009715,C02926,2024-10-11,In-Store,S010,,Returned
O009716,C02354,2024-01-30,Online,,,Delivered
O009717,C01211,2022-08-06,Online,,,Delivered
O009718,C01363,2022-10-21,Online,,,Delivered
O009719,C02559,2022-12-30,In-Store,S006,,Delivered
O009720,C04865,2024-02-08,Online,,,Delivered
O009721,C04802,2024-08-07,Click & Collect,S002,,Delivered
O009722,C01236,2023-02-14,Online,,,Returned
O009723,C03797,2023-09-19,In-Store,S001,,Cancelled
O009724,C00652,2023-05-16,Click & Collect,S012,,Delivered
O009725,C04859,2024-09-19,Click & Collect,S012,,Delivered
O009726,C04356,2024-05-30,In-Store,S008,,Delivered
O009727,C04454,2024-11-11,In-Store,S001,,Delivered
O009728,C04353,2024-04-01,In-Store,S006,,Delivered
O009729,C01327,2024-06-09,In-Store,S002,,Delivered
O009730,C01259,2024-11-13,Click & Collect,S003,,Returned
O009731,C03825,2024-05-08,Online,,,Delivered
O009732,C04064,2022-11-19,Click & Collect,S005,,Delivered
O009733,C00827,2024-11-13,Online,,,Delivered
O009734,C04912,2024-09-28,In-Store,S005,,Delivered
O009735,C03858,2024-12-03,Online,,,Delivered
O009736,C02086,2022-09-14,Click & Collect,S011,,Delivered
O009737,C00072,2022-04-09,Online,,,Delivered
O009738,C00552,2024-05-20,Online,,,Delivered
O009739,C02323,2024-04-02,In-Store,S002,,Delivered
O009740,C01267,2023-01-23,Online,,,Delivered
O009741,C01997,2023-03-30,In-Store,S008,,Delivered
O009742,C01362,2023-10-24,Online,,,Delivered
O009743,C03818,2024-08-16,Online,,,Delivered
O009744,C04146,2024-04-06,In-Store,S001,,Delivered
O009745,C00927,2024-09-30,Online,,,Delivered
O009746,C02394,2024-09-28,In-Store,S004,,Delivered
O009747,C01979,2024-02-20,Click & Collect,S010,,Delivered
O009748,C02568,2023-03-12,Click & Collect,S007,,Delivered
O009749,C01572,2024-08-31,Online,,,Delivered
O009750,C03784,2022-05-22,In-Store,S006,,Delivered
O009751,C02359,2022-03-24,Click & Collect,S012,,Delivered
O009752,C04763,2022-11-28,Online,,PR001,Delivered
O009753,C02656,2022-08-03,In-Store,S003,,Delivered
O009754,C02154,2022-12-28,In-Store,S003,,Delivered
O009755,C03154,2024-10-03,In-Store,S005,,Delivered
O009756,C04250,2024-10-31,In-Store,S003,,Delivered
O009757,C03327,2022-07-12,Online,,,Delivered
O009758,C00532,2024-11-13,Online,,,Returned
O009759,C00070,2022-09-15,In-Store,S008,,Returned
O009760,C03045,2023-02-22,In-Store,S007,,Delivered
O009761,C01232,2024-06-24,In-Store,S005,,Delivered
O009762,C04927,2024-09-21,Online,,,Delivered
O009763,C03692,2024-11-01,In-Store,S008,,Delivered
O009764,C04014,2024-08-06,Click & Collect,S011,,Delivered
O009765,C00045,2023-01-27,In-Store,S006,,Delivered
O009766,C00717,2022-02-03,Online,,,Cancelled
O009767,C01052,2024-06-03,Online,,,Delivered
O009768,C03851,2023-10-27,In-Store,S009,,Delivered
O009769,C00422,2024-02-09,In-Store,S010,,Delivered
O009770,C04542,2024-02-12,In-Store,S012,,Delivered
O009771,C02494,2024-10-03,In-Store,S002,,Delivered
O009772,C03590,2024-04-27,In-Store,S010,,Delivered
O009773,C00234,2024-12-24,In-Store,S007,,Delivered
O009774,C02167,2024-11-27,Click & Collect,S003,,Delivered
O009775,C02778,2024-08-03,In-Store,S011,,Delivered
O009776,C00031,2024-03-22,Online,,,Delivered
O009777,C01858,2024-12-06,Online,,,Delivered
O009778,C04386,2024-08-05,In-Store,S004,,Delivered
O009779,C01276,2024-10-18,Online,,,Delivered
O009780,C04534,2024-12-06,Click & Collect,S009,,Delivered
O009781,C03163,2024-08-06,In-Store,S011,,Delivered
O009782,C02464,2022-10-26,In-Store,S007,,Delivered
O009783,C00453,2024-06-21,In-Store,S008,,Delivered
O009784,C00450,2024-07-14,Online,,,Delivered
O009785,C04054,2024-12-02,Click & Collect,S008,PR007,Delivered
O009786,C00565,2024-05-10,Click & Collect,S004,,Cancelled
O009787,C00211,2024-12-21,In-Store,S005,,Delivered
O009788,C04565,2024-12-22,In-Store,S012,,Delivered
O009789,C00064,2023-09-10,Click & Collect,S007,,Delivered
O009790,C03133,2024-08-02,Click & Collect,S010,,Cancelled
O009791,C04750,2024-10-27,In-Store,S006,,Delivered
O009792,C04961,2024-08-09,In-Store,S009,,Delivered
O009793,C03713,2023-12-24,In-Store,S005,,Delivered
O009794,C02064,2024-05-13,In-Store,S009,,Delivered
O009795,C03788,2024-12-23,Click & Collect,S012,,Delivered
O009796,C02473,2024-11-24,Online,,,Delivered
O009797,C03036,2024-05-03,In-Store,S002,,Delivered
O009798,C02232,2024-09-20,Online,,,Delivered
O009799,C04024,2022-05-04,Online,,,Delivered
O009800,C04805,2024-03-03,In-Store,S007,,Delivered
O009801,C01655,2024-03-24,In-Store,S001,,Delivered
O009802,C02633,2024-04-26,Online,,,Delivered
O009803,C04713,2022-08-19,In-Store,S010,,Delivered
O009804,C02747,2023-03-18,In-Store,S010,PR002,Delivered
O009805,C00611,2024-07-18,In-Store,S002,,Delivered
O009806,C00488,2023-08-21,Online,,,Delivered
O009807,C03366,2023-07-26,In-Store,S010,,Delivered
O009808,C04323,2024-12-03,In-Store,S004,,Delivered
O009809,C00925,2023-07-08,In-Store,S011,,Delivered
O009810,C03623,2022-09-25,Online,,,Delivered
O009811,C01728,2023-01-08,In-Store,S003,,Delivered
O009812,C04930,2022-03-03,Online,,,Delivered
O009813,C01108,2023-08-08,In-Store,S008,,Returned
O009814,C00633,2024-08-04,In-Store,S011,,Delivered
O009815,C02682,2024-12-05,In-Store,S004,,Delivered
O009816,C01248,2024-12-26,Online,,,Delivered
O009817,C01593,2024-12-24,Online,,,Delivered
O009818,C02844,2024-02-21,Online,,,Returned
O009819,C00828,2024-09-23,In-Store,S011,,Delivered
O009820,C04240,2024-04-30,Click & Collect,S011,,Delivered
O009821,C00696,2024-11-13,In-Store,S008,,Delivered
O009822,C02442,2023-05-27,In-Store,S002,,Returned
O009823,C03071,2022-11-23,Online,,,Delivered
O009824,C03272,2024-07-17,In-Store,S008,,Delivered
O009825,C00794,2024-02-11,Online,,,Delivered
O009826,C03275,2023-09-15,Online,,,Returned
O009827,C00539,2024-02-14,In-Store,S009,,Delivered
O009828,C01074,2024-12-02,Online,,PR007,Delivered
O009829,C04567,2024-12-29,Online,,,Delivered
O009830,C02050,2024-08-31,Online,,,Delivered
O009831,C00233,2023-09-02,Online,,,Delivered
O009832,C02401,2024-03-25,Click & Collect,S001,,Delivered
O009833,C00001,2023-09-15,Click & Collect,S003,,Delivered
O009834,C01158,2024-09-24,In-Store,S005,,Delivered
O009835,C03796,2024-09-30,Online,,,Delivered
O009836,C02043,2023-11-13,Click & Collect,S011,,Cancelled
O009837,C01290,2024-05-30,Online,,,Delivered
O009838,C03725,2022-10-12,In-Store,S006,,Delivered
O009839,C00302,2024-11-23,Click & Collect,S007,,Delivered
O009840,C04039,2024-03-10,In-Store,S011,PR005,Delivered
O009841,C01024,2024-09-18,Online,,,Delivered
O009842,C01404,2023-02-25,In-Store,S002,,Delivered
O009843,C03996,2022-05-02,Online,,,Delivered
O009844,C01640,2023-03-12,In-Store,S004,,Delivered
O009845,C03466,2022-04-10,In-Store,S005,,Delivered
O009846,C01576,2024-07-10,In-Store,S003,,Delivered
O009847,C00317,2024-04-04,Online,,,Delivered
O009848,C04529,2024-11-10,Click & Collect,S009,,Delivered
O009849,C04544,2024-06-03,In-Store,S012,,Delivered
O009850,C02706,2024-01-26,In-Store,S007,,Delivered
O009851,C01384,2023-07-11,Click & Collect,S002,,Delivered
O009852,C03408,2023-05-07,Online,,,Delivered
O009853,C03017,2024-01-24,Online,,,Delivered
O009854,C00085,2024-12-14,Click & Collect,S012,,Delivered
O009855,C02405,2023-08-28,Click & Collect,S002,,Delivered
O009856,C00098,2024-03-08,Online,,,Delivered
O009857,C03359,2024-12-09,Click & Collect,S001,,Delivered
O009858,C01705,2022-03-22,Online,,,Delivered
O009859,C02587,2024-07-20,Click & Collect,S009,,Delivered
O009860,C03956,2022-06-15,In-Store,S002,,Delivered
O009861,C01200,2024-09-18,Online,,,Delivered
O009862,C00561,2023-08-03,Click & Collect,S007,,Delivered
O009863,C03632,2024-03-18,In-Store,S001,,Delivered
O009864,C04874,2024-12-25,Online,,,Delivered
O009865,C02383,2023-03-23,In-Store,S012,,Delivered
O009866,C02883,2023-03-05,Online,,,Delivered
O009867,C04712,2022-12-02,In-Store,S009,,Delivered
O009868,C01526,2024-11-22,In-Store,S003,,Delivered
O009869,C01682,2024-09-19,Online,,,Delivered
O009870,C02801,2024-07-12,In-Store,S010,,Delivered
O009871,C01054,2024-12-21,In-Store,S010,,Delivered
O009872,C03903,2024-05-02,Online,,,Delivered
O009873,C02196,2023-05-09,In-Store,S002,,Delivered
O009874,C03336,2024-11-12,In-Store,S008,,Delivered
O009875,C02896,2023-11-11,In-Store,S011,,Delivered
O009876,C01025,2024-11-21,Click & Collect,S005,,Delivered
O009877,C03819,2024-09-05,Online,,,Delivered
O009878,C03228,2024-09-18,Click & Collect,S006,,Delivered
O009879,C03374,2024-03-18,In-Store,S011,,Delivered
O009880,C00270,2024-09-20,In-Store,S006,,Delivered
O009881,C04786,2024-12-12,In-Store,S006,,Cancelled
O009882,C00368,2024-03-08,In-Store,S010,,Delivered
O009883,C01140,2024-04-12,Click & Collect,S011,,Delivered
O009884,C01151,2023-03-22,Online,,PR002,Delivered
O009885,C01535,2023-11-19,Click & Collect,S006,,Delivered
O009886,C04116,2024-02-16,In-Store,S011,,Delivered
O009887,C03744,2023-09-14,Online,,,Delivered
O009888,C03699,2024-09-20,Click & Collect,S008,,Delivered
O009889,C03422,2024-10-07,In-Store,S010,,Delivered
O009890,C02465,2022-04-30,Click & Collect,S003,,Delivered
O009891,C03990,2023-08-18,Online,,,Delivered
O009892,C02221,2024-05-30,In-Store,S004,,Delivered
O009893,C04510,2023-07-09,Click & Collect,S011,,Delivered
O009894,C02542,2024-12-27,In-Store,S012,,Processing
O009895,C03070,2024-05-17,In-Store,S011,,Returned
O009896,C03488,2024-04-07,Click & Collect,S001,,Delivered
O009897,C03918,2024-11-08,Click & Collect,S006,,Delivered
O009898,C03739,2023-06-03,In-Store,S009,,Delivered
O009899,C04396,2024-02-26,Online,,,Delivered
O009900,C02458,2023-06-27,Online,,,Cancelled
O009901,C03545,2022-11-24,In-Store,S007,,Delivered
O009902,C02187,2024-10-08,Click & Collect,S012,,Delivered
O009903,C02018,2024-06-07,In-Store,S003,,Delivered
O009904,C01479,2022-08-16,Click & Collect,S011,,Delivered
O009905,C02069,2024-06-11,Online,,,Delivered
O009906,C02154,2024-11-25,In-Store,S009,,Delivered
O009907,C04881,2023-11-06,Online,,,Delivered
O009908,C01328,2024-07-28,In-Store,S007,,Delivered
O009909,C04713,2022-04-16,Online,,,Delivered
O009910,C02995,2024-08-09,In-Store,S010,,Delivered
O009911,C00062,2024-10-20,Online,,,Delivered
O009912,C02482,2024-06-22,Online,,,Delivered
O009913,C02958,2024-10-08,Click & Collect,S012,,Delivered
O009914,C03210,2023-11-20,Click & Collect,S010,,Delivered
O009915,C01670,2022-09-12,In-Store,S009,,Delivered
O009916,C00435,2022-11-05,Online,,,Delivered
O009917,C04081,2024-07-09,Click & Collect,S004,,Delivered
O009918,C04744,2024-06-24,In-Store,S007,,Delivered
O009919,C04043,2024-11-18,Click & Collect,S002,,Delivered
O009920,C04779,2024-02-20,In-Store,S003,,Delivered
O009921,C03313,2024-10-16,In-Store,S004,,Returned
O009922,C02545,2024-10-04,Online,,,Delivered
O009923,C03680,2023-09-16,In-Store,S004,,Delivered
O009924,C02077,2024-04-09,In-Store,S008,,Returned
O009925,C02667,2024-12-10,In-Store,S007,,Delivered
O009926,C02529,2023-07-30,Online,,,Delivered
O009927,C03541,2024-06-17,Online,,,Delivered
O009928,C00273,2024-03-22,Click & Collect,S010,,Delivered
O009929,C02758,2024-12-31,Click & Collect,S005,,Delivered
O009930,C03291,2024-11-01,In-Store,S011,,Delivered
O009931,C00534,2024-08-07,Click & Collect,S010,,Delivered
O009932,C01844,2024-08-17,In-Store,S005,,Delivered
O009933,C02143,2024-10-27,Online,,,Delivered
O009934,C01883,2024-10-14,In-Store,S012,,Delivered
O009935,C01385,2024-05-30,In-Store,S012,,Delivered
O009936,C02646,2024-02-16,Online,,,Delivered
O009937,C01522,2023-08-28,In-Store,S008,,Returned
O009938,C03365,2024-02-05,In-Store,S005,,Delivered
O009939,C02582,2024-04-20,Online,,,Delivered
O009940,C03182,2024-08-23,Online,,,Delivered
O009941,C02863,2024-09-16,Online,,,Delivered
O009942,C03953,2024-02-21,Click & Collect,S009,,Delivered
O009943,C03942,2024-12-12,In-Store,S001,,Delivered
O009944,C03755,2022-09-02,Online,,,Returned
O009945,C01551,2024-03-04,Online,,,Delivered
O009946,C02991,2024-09-20,Click & Collect,S009,,Delivered
O009947,C01140,2024-06-04,Click & Collect,S012,,Delivered
O009948,C03950,2024-01-13,Click & Collect,S007,,Returned
O009949,C01705,2022-03-15,In-Store,S011,,Delivered
O009950,C04888,2024-08-09,Click & Collect,S003,,Delivered
O009951,C02783,2024-04-26,Online,,,Delivered
O009952,C04289,2024-12-19,In-Store,S004,,Delivered
O009953,C03953,2023-05-30,Online,,,Delivered
O009954,C04569,2024-02-22,Click & Collect,S006,,Delivered
O009955,C00867,2024-05-27,Online,,,Delivered
O009956,C01669,2024-03-01,Click & Collect,S006,,Delivered
O009957,C01596,2024-11-25,Online,,,Delivered
O009958,C01541,2024-08-20,In-Store,S003,,Delivered
O009959,C02350,2022-11-26,In-Store,S009,PR001,Delivered
O009960,C04089,2022-11-26,Click & Collect,S009,PR001,Delivered
O009961,C04399,2024-10-03,Click & Collect,S006,,Delivered
O009962,C01072,2024-12-24,Online,,,Delivered
O009963,C01732,2023-04-26,Online,,,Delivered
O009964,C04629,2024-10-13,Click & Collect,S002,,Delivered
O009965,C03806,2024-06-24,Online,,,Delivered
O009966,C03482,2023-09-13,In-Store,S008,,Delivered
O009967,C00544,2024-04-25,In-Store,S010,,Delivered
O009968,C02085,2023-08-26,Click & Collect,S004,,Delivered
O009969,C02015,2024-09-19,Click & Collect,S012,,Delivered
O009970,C00134,2022-08-21,Online,,,Delivered
O009971,C00359,2023-06-06,Online,,,Delivered
O009972,C02556,2024-11-24,Online,,,Returned
O009973,C03947,2024-01-08,In-Store,S004,,Delivered
O009974,C01723,2024-11-17,Online,,,Delivered
O009975,C04548,2023-08-29,In-Store,S002,,Delivered
O009976,C04822,2024-12-13,Online,,,Delivered
O009977,C00224,2024-07-23,In-Store,S005,,Delivered
O009978,C00267,2024-05-15,Click & Collect,S002,,Delivered
O009979,C01963,2024-03-19,In-Store,S009,,Delivered
O009980,C02683,2024-01-14,Online,,,Delivered
O009981,C00421,2024-12-15,In-Store,S010,,Delivered
O009982,C03748,2023-05-23,Online,,,Returned
O009983,C04073,2023-02-12,In-Store,S004,,Delivered
O009984,C01819,2023-06-19,Online,,,Cancelled
O009985,C01077,2024-11-01,Online,,,Delivered
O009986,C01340,2024-11-20,Online,,,Delivered
O009987,C01231,2024-10-19,Click & Collect,S007,,Returned
O009988,C02110,2022-02-24,In-Store,S005,,Delivered
O009989,C01161,2024-04-09,Click & Collect,S011,,Delivered
O009990,C00484,2024-12-26,In-Store,S001,,Delivered
O009991,C02905,2023-11-19,In-Store,S003,,Delivered
O009992,C04196,2024-12-24,In-Store,S010,,Delivered
O009993,C04579,2024-12-18,Online,,,Delivered
O009994,C02581,2024-11-20,In-Store,S003,,Delivered
O009995,C01062,2024-10-07,Online,,,Delivered
O009996,C00243,2024-10-06,Click & Collect,S011,,Cancelled
O009997,C00008,2023-10-26,In-Store,S009,,Delivered
O009998,C03283,2023-11-27,Online,,PR004,Delivered
O009999,C00924,2023-09-13,Click & Collect,S008,,Delivered
O010000,C02064,2023-07-23,Online,,,Delivered
O010001,C03006,2023-04-18,In-Store,S008,,Delivered
O010002,C04363,2024-07-31,In-Store,S012,,Delivered
O010003,C01618,2023-06-29,In-Store,S007,,Delivered
O010004,C03815,2023-10-28,In-Store,S012,,Delivered
O010005,C02263,2024-12-29,In-Store,S001,,Processing
O010006,C03077,2022-09-10,Online,,,Delivered
O010007,C01506,2024-08-13,In-Store,S011,,Delivered
O010008,C04842,2023-10-30,Online,,,Returned
O010009,C02075,2024-04-11,Click & Collect,S002,,Delivered
O010010,C01853,2022-08-23,In-Store,S004,,Delivered
O010011,C00954,2024-01-06,Online,,,Delivered
O010012,C02344,2023-08-03,Click & Collect,S010,,Delivered
O010013,C01377,2022-12-22,Click & Collect,S001,,Delivered
O010014,C02431,2024-01-31,In-Store,S010,,Delivered
O010015,C01603,2023-04-26,Online,,,Delivered
O010016,C04202,2024-11-13,In-Store,S008,,Delivered
O010017,C03743,2024-11-19,Online,,,Delivered
O010018,C03445,2024-07-20,Click & Collect,S003,,Delivered
O010019,C01147,2022-05-12,In-Store,S008,,Delivered
O010020,C02710,2024-10-05,Online,,,Delivered
O010021,C02299,2023-11-25,In-Store,S005,PR004,Delivered
O010022,C04281,2024-06-01,Online,,,Delivered
O010023,C01065,2024-12-15,Online,,,Delivered
O010024,C02404,2024-12-16,Online,,,Delivered
O010025,C01586,2023-08-22,Online,,,Delivered
O010026,C04450,2023-12-05,Click & Collect,S008,,Delivered
O010027,C01713,2024-11-24,In-Store,S007,,Delivered
O010028,C03440,2024-04-05,In-Store,S008,,Cancelled
O010029,C04784,2023-12-07,In-Store,S002,,Delivered
O010030,C03638,2024-10-13,Click & Collect,S004,,Delivered
O010031,C02145,2024-07-04,Click & Collect,S003,PR006,Delivered
O010032,C04640,2024-08-28,In-Store,S010,,Delivered
O010033,C04475,2024-05-17,Click & Collect,S003,,Delivered
